dataset_source,source_grain,source_row_id,cbecs_public_building_id,cbecs_region_code,cbecs_building_activity_code,floor_area_sqft,cbecs_floor_count_code,cbecs_construction_period_code,cbecs_occupancy_code,cbecs_weekly_operating_hours,cbecs_worker_count,cbecs_energy_used_code,cbecs_electricity_used_code,cbecs_natural_gas_used_code,cbecs_fuel_oil_used_code,cbecs_propane_used_code,cbecs_district_steam_used_code,cbecs_district_hot_water_used_code,heating_degree_days,cooling_degree_days,electricity_btu,electricity_consumption_cbecs,electricity_expenditure,natural_gas_btu,natural_gas_consumption_cbecs,natural_gas_expenditure,survey_final_weight
cbecs,building_survey,164,164,4,2,10250,2,8,1,45,11,1,1,1,2,2,2,2,5902,872,436235.0,127853.0,10236.0,817569.0,7876.0,6418.0,8.84
cbecs,building_survey,165,165,4,5,46000,1,5,3,60,20,1,1,1,2,2,2,2,1086,1579,455665.0,133548.0,28511.0,46307.0,446.0,584.0,611.8
cbecs,building_survey,166,166,3,2,13250,3,9,1,168,8,1,1,2,1,2,2,2,4385,1888,172686.0,50611.0,6339.0,,,,2934.43
cbecs,building_survey,167,167,4,2,176000,4,6,23,65,450,1,1,1,2,2,2,2,6235,684,7981670.0,2339294.0,205432.0,2707480.0,26084.0,11957.0,58.26
cbecs,building_survey,168,168,2,13,144000,5,8,1,96,50,1,1,1,1,2,2,2,7446,1344,19677890.0,5767260.0,381060.0,2584564.0,24899.0,20344.0,22.05
cbecs,building_survey,169,169,3,2,1200,1,5,1,40,1,1,1,2,2,1,2,2,3716,1815,90328.0,26474.0,2640.0,,,,6659.94
cbecs,building_survey,170,170,1,14,270000,5,2,1,40,85,1,1,1,1,2,2,2,4769,1461,3768415.0,1104459.0,67492.0,6678608.0,64341.0,35806.0,50.03
cbecs,building_survey,171,171,2,2,37000,3,5,9,70,75,1,1,1,2,2,2,2,8311,645,378124.0,110822.0,13989.0,281106.0,2708.0,2426.0,648.9
cbecs,building_survey,172,172,4,2,20000,1,8,2,80,20,1,1,1,1,2,2,2,5111,1283,967812.0,283649.0,25517.0,707196.0,6813.0,5364.0,1445.98
cbecs,building_survey,173,173,3,2,370000,8,7,11,168,850,1,1,2,2,2,2,2,1775,3999,12294672.0,3603362.0,327818.0,,,,58.26
cbecs,building_survey,174,174,3,2,152000,4,7,1,55,612,1,1,1,2,2,2,2,3699,1717,7563614.0,2216768.0,185964.0,3654568.0,35208.0,19935.0,340.6
cbecs,building_survey,175,175,3,14,82000,3,2,1,60,300,1,1,2,2,2,1,2,3098,1672,4357119.0,1276999.0,91076.0,,,,97.52
cbecs,building_survey,176,176,4,15,2700,1,2,3,96,15,1,1,2,2,1,2,2,434,1454,117174.0,34342.0,13035.0,,,,1029.87
cbecs,building_survey,177,177,3,14,260000,3,9,1,44,60,1,1,1,1,2,2,2,1248,3483,5115286.0,1499205.0,81640.0,559944.0,5394.0,4679.0,44.64
cbecs,building_survey,178,178,3,4,365000,994,8,3,60,200,1,1,1,1,2,2,2,2711,2886,29154277.0,8544630.0,729361.0,62986354.0,606805.0,352352.0,5.52
cbecs,building_survey,179,179,1,8,78000,2,7,1,35,166,1,1,1,2,2,2,2,6233,934,5351316.0,1568381.0,52224.0,1551864.0,14951.0,8406.0,51.49
cbecs,building_survey,180,180,1,12,3600,1,2,1,8,3,1,1,2,1,2,2,2,7438,718,122141.0,35797.0,3870.0,,,,2934.43
cbecs,building_survey,181,181,4,5,300000,2,9,2,168,350,1,1,2,2,2,2,2,998,914,8850236.0,2593856.0,384579.0,,,,15.06
cbecs,building_survey,182,182,2,25,176000,1,8,2,168,115,1,1,1,2,2,2,2,5954,794,13867528.0,4064340.0,387905.0,9383038.0,90395.0,50562.0,98.46
cbecs,building_survey,183,183,2,13,7000,1,7,1,168,1,1,1,1,2,2,2,2,6944,610,60693.0,17788.0,2660.0,215125.0,2072.0,1587.0,1399.59
cbecs,building_survey,184,184,2,15,3300,1,8,1,91,7,1,1,1,2,2,2,2,7428,816,904381.0,265059.0,33696.0,1058051.0,10193.0,7042.0,1265.79
cbecs,building_survey,185,185,1,14,138000,3,9,1,45,40,1,1,1,1,2,2,2,6972,577,3135143.0,918858.0,157710.0,6420327.0,61853.0,52889.0,50.23
cbecs,building_survey,186,186,3,25,128000,1,8,1,100,70,1,1,2,2,2,2,2,3335,2450,10281916.0,3013457.0,265011.0,,,,125.04
cbecs,building_survey,187,187,1,2,28000,2,6,8,40,35,1,1,2,2,1,2,2,5003,1249,932163.0,273201.0,46301.0,,,,589.53
cbecs,building_survey,188,188,4,23,5200,2,6,7,25,13,1,1,1,2,2,2,2,5634,1263,219674.0,64383.0,5168.0,172156.0,1659.0,1396.0,1930.83
cbecs,building_survey,189,189,4,14,50001,2,9,1,45,55,1,1,1,2,2,2,2,5969,397,1334555.0,391136.0,60279.0,2057416.0,19821.0,10650.0,99.04
cbecs,building_survey,190,190,1,2,250000,8,7,5,168,615,1,1,1,1,2,2,2,4978,1159,17208986.0,5043665.0,625150.0,426207.0,4106.0,3862.0,58.26
cbecs,building_survey,191,191,2,26,5500,1,8,1,40,1,1,1,1,2,2,2,2,6259,589,196975.0,57730.0,5474.0,464111.0,4471.0,3919.0,3075.23
cbecs,building_survey,192,192,1,91,15000,1,6,1,168,1,1,1,2,1,2,2,2,4868,1221,14535869.0,4260220.0,534700.0,,,,690.18
cbecs,building_survey,193,193,1,14,128000,1,7,1,60,117,1,1,1,2,2,2,2,5716,1127,4037377.0,1183288.0,146883.0,5654084.0,54471.0,52048.0,99.38
cbecs,building_survey,194,194,3,14,27500,1,6,1,50,30,1,1,2,2,1,2,2,2866,2537,507645.0,148782.0,16107.0,,,,1426.39
cbecs,building_survey,195,195,3,2,250000,4,9,1,130,1200,1,1,2,2,2,2,2,2765,2434,13960208.0,4091503.0,248622.0,,,,58.26
cbecs,building_survey,196,196,2,2,4150,2,5,1,45,9,1,1,1,2,2,2,2,8901,632,67292.0,19722.0,2220.0,147285.0,1419.0,1321.0,22.22
cbecs,building_survey,197,197,2,6,1800,1,4,1,112,2,1,1,1,2,2,2,2,4875,1587,249079.0,73001.0,6711.0,129958.0,1252.0,1221.0,2934.43
cbecs,building_survey,198,198,3,12,6100,1,3,1,8,4,1,1,1,2,2,2,2,2147,2522,146796.0,43023.0,3808.0,29959.0,289.0,287.0,2990.63
cbecs,building_survey,199,199,4,5,130000,2,9,1,40,45,1,1,2,2,2,2,2,966,977,818256.0,239817.0,46713.0,,,,49.37
cbecs,building_survey,200,200,2,2,10000,2,8,1,168,20,1,1,1,2,2,2,2,6112,1437,379390.0,111193.0,9812.0,260168.0,2506.0,1414.0,1745.76
cbecs,building_survey,201,201,3,23,150000,1,5,22,75,141,1,1,1,2,2,2,2,2842,2738,14142122.0,4144819.0,245478.0,7772111.0,74876.0,41430.0,175.02
cbecs,building_survey,202,202,4,2,6200,2,9,2,40,4,1,1,2,2,2,2,2,1032,915,55760.0,16342.0,391.0,,,,1265.79
cbecs,building_survey,203,203,2,2,2400,3,5,1,24,6,1,1,2,2,1,2,2,5659,1574,32835.0,9623.0,1850.0,,,,1335.8
cbecs,building_survey,204,204,3,5,370000,1,8,1,40,8,1,1,1,2,2,2,2,3103,2150,19265390.0,5646363.0,485057.0,584398.0,5630.0,5315.0,32.47
cbecs,building_survey,205,205,4,25,7200,1,8,1,66,10,1,1,1,2,2,2,2,7221,545,247231.0,72459.0,6851.0,895833.0,8630.0,5173.0,2990.63
cbecs,building_survey,206,206,3,14,58000,1,7,1,81,25,1,1,1,2,2,2,2,4336,1485,7300767.0,2139732.0,183240.0,2179808.0,21000.0,25409.0,288.37
cbecs,building_survey,207,207,3,17,53000,1,3,1,168,42,1,1,1,1,2,2,2,3148,2136,7830958.0,2295123.0,196962.0,1150064.0,11080.0,9736.0,460.21
cbecs,building_survey,208,208,1,5,1950,1,8,1,168,0,1,1,2,2,2,2,2,7028,632,4953.0,1452.0,276.0,,,,6534.79
cbecs,building_survey,209,209,4,26,2150,2,8,1,79,5,1,1,2,2,2,2,2,743,1392,91132.0,26709.0,4127.0,,,,3075.23
cbecs,building_survey,210,210,2,14,30000,2,8,2,55,20,1,1,1,2,2,2,2,8801,561,687792.0,201580.0,18735.0,1139761.0,10980.0,8464.0,504.63
cbecs,building_survey,211,211,1,23,13000,2,4,3,75,8,1,1,1,2,2,2,2,4937,1254,857413.0,251293.0,23867.0,446031.0,4297.0,3678.0,2009.74
cbecs,building_survey,212,212,2,26,1050,1,4,1,45,1,1,1,2,2,2,2,2,5607,1164,8195.0,2402.0,607.0,,,,3075.23
cbecs,building_survey,213,213,3,2,17750,2,5,1,40,30,1,1,2,1,2,2,2,4346,1644,1862216.0,545784.0,56465.0,,,,589.53
cbecs,building_survey,214,214,3,2,275000,994,6,8,45,325,1,1,2,1,2,2,2,4869,1535,35191676.0,10314090.0,1129098.0,,,,81.37
cbecs,building_survey,215,215,2,2,800000,995,6,15,168,2500,1,1,1,1,2,2,2,5105,1303,69455191.0,20356152.0,1785014.0,423094.0,4076.0,4750.0,15.06
cbecs,building_survey,216,216,4,2,13500,2,5,1,50,50,1,1,1,2,2,2,2,2036,1281,352041.0,103177.0,22497.0,47664.0,459.0,728.0,1531.55
cbecs,building_survey,217,217,1,14,35500,1,4,1,35,16,1,1,2,2,2,2,1,4494,1259,915708.0,268379.0,25365.0,,,,288.37
cbecs,building_survey,218,218,4,5,8500,1,7,1,112,0,2,2,2,2,2,2,2,604,4557,,,,,,,6921.06
cbecs,building_survey,219,219,2,14,77000,2,8,1,68,50,1,1,2,1,2,2,2,5504,1404,3684652.0,1079910.0,122606.0,,,,100.08
cbecs,building_survey,220,220,3,14,8800,1,8,1,84,30,1,1,2,2,1,2,2,4539,1489,877540.0,257192.0,25799.0,,,,4468.96
cbecs,building_survey,221,221,1,2,700000,5,5,4,168,600,1,1,1,1,2,2,2,5756,1089,63815447.0,18703238.0,1616775.0,18423964.0,177495.0,99987.0,14.9
cbecs,building_survey,222,222,3,6,2400,3,3,2,40,3,1,1,1,2,2,2,2,2740,2169,398078.0,116670.0,10502.0,11739.0,113.0,271.0,1195.14
cbecs,building_survey,223,223,2,14,118000,3,2,1,100,100,1,1,1,2,2,2,2,6244,1276,1724997.0,505568.0,49029.0,6905362.0,66526.0,31830.0,100.08
cbecs,building_survey,224,224,3,5,140000,1,2,1,84,2,1,1,1,2,2,2,2,3589,2260,2511644.0,736121.0,63139.0,869968.0,8381.0,8245.0,32.47
cbecs,building_survey,225,225,1,91,17000,4,3,3,24,5,1,1,2,1,2,1,1,5614,1402,505148.0,148050.0,14344.0,,,,1421.48
cbecs,building_survey,226,226,4,6,120000,1,7,4,168,100,1,1,1,2,2,2,2,1328,4464,19430036.0,5694618.0,496047.0,821952.0,7919.0,7229.0,14.67
cbecs,building_survey,227,227,1,26,6400,1,5,1,75,2,1,1,1,2,1,2,2,5979,831,47771.0,14001.0,1753.0,201189.0,1938.0,1733.0,6659.94
cbecs,building_survey,228,228,3,2,1500,1,8,1,45,3,1,1,2,2,2,2,2,3153,1900,18878.0,5533.0,941.0,,,,3320.27
cbecs,building_survey,229,229,3,5,182000,1,3,1,50,22,1,1,2,2,2,2,2,2759,2908,3641614.0,1067296.0,64690.0,,,,69.6
cbecs,building_survey,230,230,3,25,198000,1,7,1,168,115,1,1,1,2,2,2,2,1366,3667,16651849.0,4880378.0,421121.0,5597696.0,53928.0,29609.0,14.9
cbecs,building_survey,231,231,4,14,51000,1,3,1,55,50,1,1,1,2,2,2,2,3759,1986,854515.0,250444.0,23117.0,345655.0,3330.0,2495.0,423.01
cbecs,building_survey,232,232,1,17,215000,4,5,3,168,350,1,1,1,1,2,2,2,8552,494,14038179.0,4114355.0,273191.0,17510676.0,168696.0,94244.0,11.64
cbecs,building_survey,233,233,3,17,35000,1,5,1,168,30,1,1,1,1,2,2,2,3110,1963,4380221.0,1283769.0,110291.0,1269526.0,12231.0,7007.0,1218.58
cbecs,building_survey,234,234,2,14,39000,3,8,1,80,15,1,1,2,2,1,2,2,7896,629,1566570.0,459135.0,33523.0,,,,502.9
cbecs,building_survey,235,235,1,16,425000,8,5,1,168,350,1,1,1,1,2,2,2,8338,628,46135340.0,13521495.0,921872.0,82828304.0,797961.0,303789.0,10.07
cbecs,building_survey,236,236,2,2,230000,994,7,23,68,400,1,1,2,1,2,2,2,5999,1258,12863829.0,3770173.0,399302.0,,,,15.06
cbecs,building_survey,237,237,2,5,10250,3,4,3,43,4,1,1,1,2,2,2,2,7304,736,103787.0,30418.0,4521.0,513236.0,4944.0,3538.0,1265.79
cbecs,building_survey,238,238,3,2,196000,2,4,1,60,140,1,1,2,2,1,2,2,3609,2150,1927233.0,564840.0,41678.0,,,,125.04
cbecs,building_survey,239,239,1,8,60000,994,2,9,50,50,1,1,1,2,2,2,2,4260,1472,2047302.0,600030.0,129462.0,1162558.0,11200.0,9387.0,127.33
cbecs,building_survey,240,240,4,5,26500,1,8,39,60,20,1,1,1,2,2,2,2,505,4530,594567.0,174258.0,22256.0,82538.0,795.0,807.0,611.8
cbecs,building_survey,241,241,3,2,1700,1,8,2,45,2,1,1,2,2,2,2,2,3732,1601,79780.0,23382.0,2494.0,,,,2990.63
cbecs,building_survey,242,242,3,2,8000,1,5,3,45,8,1,1,1,2,2,2,2,3838,1834,261975.0,76780.0,5177.0,95443.0,919.0,645.0,30.86
cbecs,building_survey,243,243,3,2,13000,1,6,2,40,15,1,1,1,2,2,2,2,3417,2233,557940.0,163523.0,10576.0,111327.0,1073.0,1058.0,1413.09
cbecs,building_survey,244,244,3,6,1900,1,6,1,80,3,1,1,1,2,2,2,2,2747,2064,291799.0,85521.0,13836.0,222254.0,2141.0,1950.0,2990.63
cbecs,building_survey,245,245,2,1,9100,2,4,0,0,0,2,2,2,2,2,2,2,5436,1386,,,,,,,524.46
cbecs,building_survey,246,246,1,13,285000,4,6,1,47,75,1,1,1,2,2,1,2,5715,909,15092754.0,4423433.0,398909.0,22201273.0,213885.0,71862.0,14.9
cbecs,building_survey,247,247,4,2,245000,995,6,40,168,247,1,1,1,1,2,2,2,927,1067,12274102.0,3597334.0,699582.0,2140559.0,20622.0,14941.0,15.06
cbecs,building_survey,248,248,1,13,32500,4,7,1,168,75,1,1,1,1,2,2,2,6782,724,1518126.0,444937.0,65181.0,933033.0,8989.0,8970.0,1461.43
cbecs,building_survey,249,249,3,12,50000,2,8,1,168,3,1,1,1,1,1,2,2,3555,2096,831183.0,243606.0,29730.0,567024.0,5463.0,5889.0,591.56
cbecs,building_survey,250,250,4,5,15000,1,6,1,45,7,1,1,1,2,2,2,2,5154,1455,167443.0,49075.0,4109.0,246063.0,2371.0,1875.0,1030.4
cbecs,building_survey,251,251,1,2,57000,1,7,1,50,200,1,1,1,2,2,2,2,6226,1002,2226416.0,652525.0,61254.0,1469986.0,14162.0,7416.0,117.32
cbecs,building_survey,252,252,1,14,106000,1,3,1,55,114,1,1,1,2,2,2,2,6657,802,2902836.0,850773.0,102187.0,4411725.0,42502.0,22564.0,117.32
cbecs,building_survey,253,253,2,16,400000,7,8,1,168,400,1,1,1,1,2,2,2,5057,1708,45852579.0,13438622.0,989494.0,68628082.0,661157.0,359335.0,43.44
cbecs,building_survey,254,254,2,17,55000,1,6,1,168,57,1,1,2,2,1,2,2,6486,828,5064065.0,1484193.0,184677.0,,,,290.39
cbecs,building_survey,255,255,2,2,270000,994,7,42,50,900,1,1,1,1,2,2,2,5728,1469,14195972.0,4160601.0,431872.0,16484875.0,158814.0,86591.0,31.68
cbecs,building_survey,256,256,1,5,400000,2,5,4,60,75,1,1,1,2,2,2,2,5006,1431,7512102.0,2201671.0,285211.0,11283812.0,108707.0,102379.0,69.6
cbecs,building_survey,257,257,3,12,10000,1,8,1,4,0,1,1,1,2,2,2,2,3954,1682,70355.0,20620.0,2616.0,65302.0,629.0,667.0,2990.63
cbecs,building_survey,258,258,4,7,72000,3,5,2,45,200,1,1,1,1,2,2,2,2343,548,3162203.0,926789.0,183827.0,3028211.0,29174.0,33155.0,290.39
cbecs,building_survey,259,259,3,7,410000,8,8,7,55,280,1,1,1,1,2,2,2,2156,2346,13531021.0,3965715.0,302040.0,10971033.0,105694.0,57846.0,6.42
cbecs,building_survey,260,260,2,26,65000,2,8,1,40,50,1,1,1,1,2,2,2,7596,605,1572183.0,460780.0,34171.0,2895637.0,27896.0,16276.0,290.39
cbecs,building_survey,261,261,1,14,138000,1,5,1,40,25,1,1,1,2,2,2,2,6944,697,2409860.0,706290.0,118898.0,6212067.0,59847.0,106522.0,8.84
cbecs,building_survey,262,262,3,5,210000,1,8,1,40,3,1,1,2,2,2,2,2,3652,2092,138288.0,40530.0,4100.0,,,,173.7
cbecs,building_survey,263,263,3,14,81000,1,5,1,55,50,1,1,1,2,2,2,2,1268,3406,3587657.0,1051482.0,101194.0,418428.0,4031.0,2703.0,330.8
cbecs,building_survey,264,264,3,5,75000,1,6,1,40,2,1,1,2,2,2,2,2,2619,2966,943335.0,276476.0,38732.0,,,,570.75
cbecs,building_survey,265,265,3,14,460000,3,8,1,126,130,1,1,1,1,2,2,2,4735,1518,18124895.0,5312103.0,466320.0,15057872.0,145066.0,108400.0,17.7
cbecs,building_survey,266,266,4,14,49000,1,4,1,50,45,1,1,1,2,2,2,2,848,1835,3798577.0,1113299.0,255253.0,825117.0,7949.0,7059.0,306.64
cbecs,building_survey,267,267,1,13,8200,2,4,1,56,2,1,1,1,2,2,2,2,6643,934,627491.0,183907.0,27896.0,200811.0,1935.0,3089.0,2934.43
cbecs,building_survey,268,268,3,25,31000,2,5,2,56,3,1,1,2,2,2,2,2,3743,1513,924312.0,270900.0,28242.0,,,,14.9
cbecs,building_survey,269,269,4,7,136000,5,4,1,50,100,1,1,1,1,2,2,2,4108,1327,2928075.0,858170.0,59669.0,2411510.0,23232.0,11311.0,50.03
cbecs,building_survey,270,270,2,5,495000,2,7,1,168,50,1,1,1,1,2,2,2,8901,668,9311970.0,2729182.0,238387.0,9230141.0,88922.0,49914.0,14.9
cbecs,building_survey,271,271,3,14,5001,1,4,1,53,12,1,1,1,2,2,2,2,3816,2184,255416.0,74858.0,7099.0,359240.0,3461.0,3156.0,1426.39
cbecs,building_survey,272,272,1,16,430000,6,9,1,168,1100,1,1,1,1,2,1,2,5526,1121,29619615.0,8681013.0,668568.0,71613942.0,689922.0,248564.0,10.07
cbecs,building_survey,273,273,2,2,21750,1,5,1,45,50,1,1,1,2,2,2,2,4575,1446,2315664.0,678682.0,61199.0,482181.0,4645.0,3963.0,15.06
cbecs,building_survey,274,274,2,26,12750,2,7,2,45,11,1,1,1,1,2,2,2,7777,498,222689.0,65266.0,9049.0,999199.0,9626.0,7127.0,4375.84
cbecs,building_survey,275,275,3,18,200000,994,5,1,168,40,1,1,1,2,2,2,2,2410,3074,8893753.0,2606610.0,191811.0,6381931.0,61483.0,45180.0,9.01
cbecs,building_survey,276,276,3,13,30000,2,3,1,40,5,1,1,2,2,2,2,2,1824,3605,1448211.0,424446.0,40302.0,,,,621.37
cbecs,building_survey,277,277,3,6,2400,1,8,1,74,3,1,1,1,2,2,2,2,4474,1547,271796.0,79659.0,8433.0,189990.0,1830.0,1665.0,3480.09
cbecs,building_survey,278,278,3,2,200000,3,3,1,60,600,1,1,2,2,2,1,2,3430,1987,5340657.0,1565257.0,87858.0,,,,5.98
cbecs,building_survey,279,279,2,2,5600,1,8,5,50,15,1,1,1,2,2,2,2,8836,901,129973.0,38093.0,5037.0,180277.0,1737.0,1929.0,2990.63
cbecs,building_survey,280,280,1,18,280000,995,2,3,168,200,1,1,1,1,2,1,2,5108,1390,21411312.0,6275297.0,1192662.0,2658639.0,25613.0,34818.0,9.01
cbecs,building_survey,281,281,4,2,66000,1,4,1,50,150,1,1,1,1,2,2,2,4136,1355,4506874.0,1320889.0,91842.0,2715637.0,26162.0,13114.0,245.01
cbecs,building_survey,282,282,2,14,390000,3,4,1,50,130,1,1,1,2,2,2,2,8536,539,6440189.0,1887511.0,117018.0,16279822.0,156838.0,59228.0,10.55
cbecs,building_survey,283,283,3,13,280000,1,9,1,48,30,1,1,1,1,2,2,2,4180,2039,41814853.0,12255232.0,745970.0,3578766.0,34478.0,19365.0,52.07
cbecs,building_survey,284,284,3,26,5200,2,8,1,45,10,1,1,1,2,2,2,2,4894,1841,332316.0,97396.0,16019.0,174617.0,1682.0,1854.0,2990.63
cbecs,building_survey,285,285,4,2,280000,2,5,1,71,450,1,1,1,1,1,2,2,714,1638,7389056.0,2165608.0,337824.0,667455.0,6430.0,5113.0,15.06
cbecs,building_survey,286,286,2,14,75000,3,5,1,60,75,1,1,1,2,2,2,2,6337,816,1770382.0,518869.0,44764.0,4947935.0,47668.0,26481.0,306.64
cbecs,building_survey,287,287,1,16,126000,3,4,1,168,100,1,1,1,1,1,2,2,7472,507,9936565.0,2912241.0,422270.0,14901944.0,143564.0,47985.0,61.59
cbecs,building_survey,288,288,3,18,64000,5,8,1,168,5,1,1,2,2,2,1,2,4300,1664,1789650.0,524516.0,40874.0,,,,9.07
cbecs,building_survey,289,289,4,8,100000,6,2,1,40,50,1,1,1,2,2,1,2,2475,48,4661801.0,1366296.0,176127.0,38958.0,375.0,463.0,611.8
cbecs,building_survey,290,290,3,2,430000,995,7,2,60,582,1,1,1,1,2,2,2,4470,1524,23494806.0,6885934.0,1006113.0,2747180.0,26466.0,14892.0,14.9
cbecs,building_survey,291,291,3,12,20000,2,7,1,34,25,1,1,1,2,2,2,2,3702,1912,663612.0,194494.0,12140.0,880946.0,8487.0,6997.0,1241.41
cbecs,building_survey,292,292,2,18,15000,2,6,1,168,2,1,1,2,2,2,2,2,6100,1180,983537.0,288258.0,20974.0,,,,1399.59
cbecs,building_survey,293,293,1,12,18500,3,5,1,16,12,1,1,1,2,2,2,2,5847,933,70150.0,20560.0,5157.0,380315.0,3664.0,5274.0,1461.43
cbecs,building_survey,294,294,4,14,240000,3,5,1,60,100,1,1,1,2,2,2,2,5966,744,3903925.0,1144175.0,118426.0,6617915.0,63756.0,40357.0,8.84
cbecs,building_survey,295,295,1,14,150000,4,8,2,122,80,1,1,1,1,2,2,2,4280,1630,6126938.0,1795703.0,160771.0,8324200.0,80195.0,43921.0,110.84
cbecs,building_survey,296,296,2,14,130000,1,8,1,40,60,1,1,1,2,2,2,2,5137,1812,4108891.0,1204247.0,144211.0,1862018.0,17939.0,11443.0,99.38
cbecs,building_survey,297,297,1,14,280000,2,3,1,40,220,1,1,1,2,2,2,2,7481,784,8087451.0,2370296.0,95704.0,17566136.0,169231.0,79089.0,8.84
cbecs,building_survey,298,298,1,14,59000,2,7,1,80,90,1,1,2,2,1,2,2,4690,713,1041496.0,305245.0,43860.0,,,,324.59
cbecs,building_survey,299,299,4,5,27000,2,5,1,45,10,1,1,2,2,2,2,2,698,1454,44671.0,13092.0,3962.0,,,,611.8
cbecs,building_survey,300,300,3,18,210000,994,6,2,168,40,1,1,1,1,2,2,2,1442,3720,6264798.0,1836107.0,155983.0,6300615.0,60700.0,43523.0,9.01
cbecs,building_survey,301,301,4,15,5000,1,8,1,140,10,1,1,2,1,2,2,2,1664,3397,1918125.0,562170.0,39298.0,,,,1195.14
cbecs,building_survey,302,302,4,13,16000,1,8,1,36,4,1,1,1,2,2,2,2,2125,1379,59825.0,17534.0,3774.0,488385.0,4705.0,4121.0,1531.55
cbecs,building_survey,303,303,4,26,2200,1,3,1,55,2,1,1,1,1,2,2,2,1347,3806,79062.0,23172.0,4613.0,7582.0,73.0,161.0,2934.43
cbecs,building_survey,304,304,3,6,2100,1,8,1,85,2,1,1,2,2,2,2,2,3692,2009,379329.0,111175.0,7362.0,,,,2990.63
cbecs,building_survey,305,305,4,18,2100000,995,6,10,168,400,1,1,1,1,2,2,2,4080,1291,29581677.0,8669894.0,617794.0,50139154.0,483036.0,137563.0,8.84
cbecs,building_survey,306,306,2,2,275000,5,7,1,168,900,1,1,1,1,2,2,2,7972,968,118576004.0,34752639.0,2711913.0,8251440.0,79494.0,57606.0,14.9
cbecs,building_survey,307,307,1,13,400000,3,2,1,45,30,1,1,2,2,2,1,2,4143,1602,13119867.0,3845213.0,355963.0,,,,8.57
cbecs,building_survey,308,308,1,14,82000,2,8,1,50,94,1,1,1,2,2,2,2,6038,995,3458026.0,1013489.0,104479.0,4910354.0,47306.0,32989.0,99.04
cbecs,building_survey,309,309,3,5,70000,1,7,3,80,20,1,1,2,2,2,2,2,1092,4154,1818117.0,532860.0,32465.0,,,,247.57
cbecs,building_survey,310,310,1,14,164000,5,4,1,55,250,1,1,1,2,2,2,2,4864,1453,7666739.0,2246993.0,206902.0,12291386.0,118414.0,64353.0,50.03
cbecs,building_survey,311,311,4,18,250000,995,8,1,168,60,1,1,1,1,2,2,2,1148,885,5538017.0,1623100.0,321796.0,6835967.0,65857.0,44271.0,9.11
cbecs,building_survey,312,312,3,23,35000,1,7,3,89,37,1,1,2,2,1,2,2,3557,1844,3379054.0,990344.0,85307.0,,,,841.34
cbecs,building_survey,313,313,3,16,1700000,995,9,3,168,7500,1,1,1,2,2,1,1,2048,3574,230101220.0,67438810.0,3683081.0,19543334.0,188279.0,486074.0,8.78
cbecs,building_survey,314,314,1,1,415000,6,8,0,0,0,2,2,2,2,2,2,2,4723,1588,,,,,,,9.21
cbecs,building_survey,315,315,1,2,72000,995,6,19,85,220,1,1,1,2,2,2,2,4135,1613,4956353.0,1452624.0,145947.0,1722227.0,16592.0,19114.0,246.59
cbecs,building_survey,316,316,3,13,180000,2,6,1,112,150,1,1,1,2,2,2,2,1479,4236,16368208.0,4797247.0,444999.0,7013912.0,67571.0,107533.0,14.9
cbecs,building_survey,317,317,2,5,174000,1,3,1,120,80,1,1,1,2,2,2,2,5100,1720,11266913.0,3302143.0,242691.0,3416301.0,32912.0,18306.0,55.13
cbecs,building_survey,318,318,2,14,450000,4,5,1,96,172,1,1,1,1,2,2,2,6223,961,15938590.0,4671334.0,405285.0,1028434.0,9908.0,8243.0,8.93
cbecs,building_survey,319,319,1,2,1500000,995,7,40,168,7500,1,1,1,1,2,1,2,4291,1525,114207304.0,33472246.0,2706559.0,38227831.0,368284.0,356907.0,14.9
cbecs,building_survey,320,320,4,14,225000,6,6,1,120,100,1,1,1,2,2,2,1,4977,1386,4830438.0,1415720.0,122152.0,4258894.0,41030.0,19262.0,6.77
cbecs,building_survey,321,321,1,8,5800,3,3,1,86,6,1,1,1,2,2,2,2,5108,1270,79681.0,23353.0,2918.0,155765.0,1501.0,1405.0,1195.14
cbecs,building_survey,322,322,3,18,375000,6,6,1,168,140,1,1,1,1,1,2,2,1936,2954,10166471.0,2979622.0,175456.0,8100016.0,78035.0,53972.0,9.01
cbecs,building_survey,323,323,4,5,180000,2,6,1,40,275,1,1,1,1,2,2,2,594,1960,8686685.0,2545922.0,326459.0,1087467.0,10477.0,8670.0,15.06
cbecs,building_survey,324,324,3,25,102000,1,8,1,103,40,1,1,1,2,2,2,2,4172,2138,6503663.0,1906115.0,116498.0,2544452.0,24513.0,20966.0,125.04
cbecs,building_survey,325,325,3,15,2450,1,3,2,65,6,1,1,1,2,2,2,2,2088,3708,370153.0,108486.0,7196.0,119795.0,1154.0,1136.0,2990.63
cbecs,building_survey,326,326,3,2,1700000,4,7,3,72,1200,1,1,1,1,2,2,2,1514,3719,57808912.0,16942823.0,1443991.0,1694439.0,16324.0,8847.0,14.9
cbecs,building_survey,327,327,4,6,2350,1,4,1,140,1,1,1,1,2,2,2,2,5477,560,644654.0,188937.0,8578.0,7916.0,76.0,216.0,3075.23
cbecs,building_survey,328,328,2,14,156000,3,7,2,50,120,1,1,1,2,2,2,2,5892,1212,2707725.0,793589.0,68068.0,3895811.0,37532.0,17773.0,100.08
