record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost,business_name,business_type,industry,state,city,employees,operating_hours,floor_area_sqm,energy_source,solar_capacity_kw,monthly_revenue,created_at,quarter,cost_per_kwh,energy_cost_per_employee,generator_dependency,revenue_energy_ratio,outage_severity,estimated_carbon_intensity,next_month_energy_cost
REC-000070,BIZ-0003,10,2025,485779.86,44298.3,13761.31,6.79,392.76,67.9,5736.27,52.42,33357.63,26.24,72.27,543839.47,Bakery SME 003,Bakery,Food Production,Oyo,Ibadan,21,14.86,188.18,Solar,5.19,5873751.66,2024-01-01,4,94.80716040214284,25897.117619047618,0.01699411838318108,10.800524757792958,0.1473972126948292,0.009138342511771586,443643.65
REC-000071,BIZ-0003,11,2025,406487.48,28349.4,8806.77,6.43,381.5,64.3,4901.62,33.55,31853.42,26.19,71.75,443643.65,Bakery SME 003,Bakery,Food Production,Oyo,Ibadan,21,14.86,188.18,Solar,5.19,5873751.66,2024-01-01,4,90.50959682717144,21125.888095238097,0.016575155311525275,13.239796534899124,0.14423508299685958,0.006844675841864526,589789.45
REC-000072,BIZ-0003,12,2025,565510.93,18524.02,5754.5,4.11,419.59,41.07,6575.55,21.92,32738.17,25.56,67.32,589789.45,Bakery SME 003,Bakery,Food Production,Oyo,Ibadan,21,14.86,188.18,Solar,5.19,5873751.66,2024-01-01,4,89.69431454403053,28085.2119047619,0.009700259617654002,9.95906532407455,0.08915469109538489,0.0033335614511333655,
REC-000073,BIZ-0004,1,2024,5766765.37,2973241.27,90280.61,72.66,480.68,80.73,60702.79,2407.48,411608.78,26.13,78.0,8830287.25,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,145.46756829463686,72379.40368852459,0.13131167094372356,4.1442492190726865,0.14379864982811139,0.0396601210586861,9920733.41
REC-000074,BIZ-0004,2,2024,6551976.91,3269480.77,99275.73,76.5,440.19,85.0,68968.18,2647.35,440711.92,27.12,67.33,9920733.41,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,143.84508058643857,81317.48696721312,0.14805782964640304,3.688730412119803,0.1618461889982673,0.038385092951561145,9017941.6
REC-000075,BIZ-0004,3,2024,7767368.38,1213719.39,36853.83,47.48,508.65,52.76,81761.77,982.77,408868.16,29.69,89.33,9017941.6,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,110.29533240290662,73917.55409836065,0.0853757215039649,4.058011535581468,0.09397766338326713,0.012019920801616697,7924581.85
REC-000076,BIZ-0004,4,2024,5828585.71,2034228.08,61768.06,48.7,489.19,54.11,61353.53,1647.15,360524.35,30.68,88.03,7924581.85,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,129.16260645475492,64955.588934426225,0.09053895777947164,4.617898045939168,0.09959506718203572,0.02684686602384574,9339482.5
REC-000077,BIZ-0004,5,2024,6672553.47,2588335.84,78593.19,61.09,493.53,67.88,70237.4,2095.82,409987.37,31.43,66.05,9339482.5,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,132.970219569631,76553.13524590163,0.11014748837041578,3.9183017945587455,0.12090985197983649,0.029839088576741172,10170756.75
REC-000078,BIZ-0004,6,2024,7747929.22,2351427.9,71399.63,54.02,483.27,60.03,81557.15,1903.99,422747.84,30.1,56.28,10170756.75,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,124.70711335548141,83366.85860655738,0.10054160695341437,3.5980519384656406,0.11049144119271122,0.023345470017037136,9439360.8
REC-000079,BIZ-0004,7,2024,6500974.75,2851793.14,86592.91,86.36,465.46,95.95,68431.31,2309.14,461067.14,28.16,77.95,9439360.8,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,137.93920940575302,77371.80983606559,0.1565003080714726,3.8768420675264363,0.17090896136513423,0.033743910499448276,10773004.18
REC-000080,BIZ-0004,8,2024,9186474.52,1539775.35,46754.31,57.36,497.68,63.73,96699.73,1246.78,467939.81,27.76,70.39,10773004.18,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,111.40676587204536,88303.31295081967,0.10334390314211589,3.396908645773866,0.1135177499510162,0.012893314179884473,9778254.28
REC-000081,BIZ-0004,9,2024,8457775.12,1281565.24,38913.92,52.8,484.63,58.67,89029.21,1037.7,438740.52,27.21,67.86,9778254.28,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,109.83197851581518,80149.62524590164,0.09824535288316619,3.7424789734553725,0.10798822013620468,0.011655725126618556,10777271.28
REC-000082,BIZ-0004,10,2024,9338144.19,1396716.66,42410.43,47.37,508.78,52.63,98296.25,1130.94,449951.91,25.65,70.07,10777271.28,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,109.64071650749646,88338.28918032786,0.08517486289670052,3.3955636904038293,0.09374610356067758,0.011505423655531111,8996906.42
REC-000083,BIZ-0004,11,2024,6358240.94,2560905.2,77760.28,64.09,472.09,71.21,66928.85,2073.61,408326.05,24.55,66.48,8996906.42,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,134.42493663046653,73745.13459016393,0.11953075459733674,4.067499352738627,0.13106939076016932,0.03098230434259665,10839924.72
REC-000084,BIZ-0004,12,2024,7068995.68,3659801.47,111127.57,81.79,470.53,90.88,74410.48,2963.4,465962.68,25.03,70.54,10839924.72,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,145.67739275435397,88851.84196721311,0.14808444380069527,3.375937747287234,0.16187812828414172,0.03982503539823961,9954636.94
REC-000085,BIZ-0004,1,2025,7862602.8,2030382.84,61651.3,85.86,466.01,95.4,82764.24,1644.03,495809.43,27.03,70.22,9954636.94,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,120.277029548027,81595.38475409836,0.15558011850616993,3.6761673238883588,0.16992928519263997,0.019864013733467495,9595844.42
REC-000086,BIZ-0004,2,2025,7350210.67,2179455.94,66177.81,83.24,414.59,92.49,77370.64,1764.74,476562.46,28.41,69.22,9595844.42,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,124.02436402232165,78654.46245901639,0.1672056726191672,3.813620713121149,0.18239725487102626,0.022808910460091838,10051952.89
REC-000087,BIZ-0004,3,2025,8390748.79,1612249.17,48954.93,63.6,490.74,70.67,88323.67,1305.46,460739.93,28.12,84.7,10051952.89,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,1,113.8081432757493,82393.05647540985,0.11473103149691524,3.640577253043612,0.12587948201848917,0.014780409373840557,9259089.46
REC-000088,BIZ-0004,4,2025,6985441.66,2206644.43,67003.37,95.82,436.84,106.46,73530.96,1786.76,494623.55,29.53,77.58,9259089.46,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,125.9209652641554,75894.17590163935,0.1798896106334247,3.9523228712815563,0.19595067182035708,0.024299424351320858,8481694.77
REC-000089,BIZ-0004,5,2025,6891335.01,1543492.58,46867.18,63.97,490.33,71.08,72540.37,1249.79,422080.91,29.67,70.75,8481694.77,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,116.92378698923096,69522.08827868852,0.11540681941187084,4.3145753333917725,0.12660978607434853,0.017228889237813374,9098945.1
REC-000090,BIZ-0004,6,2025,6562986.99,2461224.57,74733.54,53.56,483.79,59.51,69084.07,1992.89,390536.59,29.3,67.84,9098945.1,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,2,131.70829541455794,74581.51721311476,0.09967432771936355,4.021885024891512,0.10953432725934106,0.028847316031032914,9593185.63
REC-000091,BIZ-0004,7,2025,7169969.6,2351804.95,71411.08,93.55,457.46,103.95,75473.36,1904.3,494500.4,28.11,61.51,9593185.63,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,127.10691070332632,78632.66909836067,0.16977913286510227,3.8146776734476675,0.18515879660141432,0.02523141940414472,9343656.91
REC-000092,BIZ-0004,8,2025,6319471.9,2935063.64,89121.37,74.55,478.58,82.83,66520.76,2376.57,430308.07,28.66,79.64,9343656.91,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,140.4622693727492,76587.35172131148,0.13477844268074413,3.9165512381811114,0.14753923157763488,0.035726741546548785,6731790.75
REC-000093,BIZ-0004,9,2025,5621665.07,1077410.78,32714.9,40.67,498.12,45.18,59175.42,872.4,337402.17,27.95,62.01,6731790.75,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,3,113.75991501201005,55178.612704918036,0.07548395478757959,5.436133177490699,0.08315847598012148,0.014742607657030572,13745052.48
REC-000094,BIZ-0004,10,2025,9089855.35,4518010.57,137186.56,96.96,453.68,107.73,95682.69,3658.31,552510.71,26.35,89.9,13745052.48,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,143.65244622616692,112664.36459016394,0.17608600900770013,2.662406061617307,0.19189184375055665,0.0382337703925339,9368231.67
REC-000095,BIZ-0004,11,2025,7710188.69,1609181.2,48861.78,54.29,482.97,60.33,81159.88,1302.98,422343.91,25.9,79.83,9368231.67,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,115.42934353771838,76788.78418032787,0.10104977106056658,3.9062773348345257,0.11104362230811707,0.01605448406281527,9861575.0
REC-000096,BIZ-0004,12,2025,8353677.04,1463460.89,44437.07,46.97,509.22,52.19,87933.44,1184.99,423162.62,25.01,79.83,9861575.0,Factory SME 004,Factory,Manufacturing,Kano,Kano,122,18.11,2389.36,Generator,0.0,36594911.04,2024-01-01,4,112.14817707575183,80832.58196721312,0.08444955860407413,3.7108586650712487,0.09296236262268218,0.0134759882019855,
REC-000097,BIZ-0005,1,2024,5205609.37,1203756.28,36551.3,46.6,677.43,66.57,54795.89,974.7,273471.91,26.09,97.61,6445916.95,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,117.63504434365424,32391.542462311558,0.06436197395135561,5.819723119454711,0.08947580645161289,0.017787830437647787,6135011.36
REC-000098,BIZ-0005,2,2024,4461107.8,1624574.38,49329.18,83.17,577.19,118.81,46959.03,1315.44,323619.71,27.67,86.88,6135011.36,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,130.64604102767882,30829.202814070355,0.12594645344963354,6.114650764069652,0.17070402298850576,0.028012503665429206,6216584.42
REC-000099,BIZ-0005,3,2024,4369197.27,1792945.49,54441.66,70.13,643.81,100.19,45991.55,1451.78,298216.64,30.17,73.71,6216584.42,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,135.16796933349713,31239.11768844221,0.09822954309885985,6.034415261749152,0.13466397849462367,0.03156623336243288,5760809.11
REC-000100,BIZ-0005,4,2024,4795523.8,936838.79,28446.52,41.14,661.23,58.77,50479.2,758.57,255012.22,29.95,82.65,5760809.11,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,114.12243280400642,28948.78949748744,0.05857311673334567,6.511837345014891,0.081625,0.015027377612957417,6006979.67
REC-000101,BIZ-0005,5,2024,4661614.13,1305718.23,39647.31,41.29,685.02,58.98,49069.62,1057.26,252458.36,29.48,84.11,6006979.67,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,122.4174890696117,30185.827487437185,0.05684900386887142,6.2449773365056185,0.07927419354838709,0.02154612161251707,6368616.38
REC-000102,BIZ-0005,6,2024,5262264.59,1073748.1,32603.69,41.32,660.97,59.03,55392.26,869.43,265165.22,30.29,87.28,6368616.38,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,114.97303738825605,32003.097386934674,0.058836093351749275,5.890361369199003,0.0819861111111111,0.015695875199892545,5892818.61
REC-000103,BIZ-0005,7,2024,4859823.06,1002553.64,30441.91,49.9,672.71,71.29,51156.03,811.78,272135.85,30.13,93.62,5892818.61,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,115.19303999939011,29612.153819095478,0.06905523034555293,6.365960736741563,0.09581989247311828,0.015868705996145517,6690799.43
REC-000104,BIZ-0005,8,2024,5308535.49,1341529.25,40734.69,60.43,657.68,86.32,55879.32,1086.26,300525.43,29.04,77.86,6690799.43,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,119.73659360922788,33622.10768844221,0.08415145311999556,5.606721930984561,0.11602150537634408,0.019439391889521918,6595809.38
REC-000105,BIZ-0005,9,2024,5193247.85,1361228.68,41332.85,48.45,650.79,69.21,54665.77,1102.21,276538.11,25.74,77.1,6595809.38,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,120.65702870370252,33144.77075376884,0.06928951432984383,5.687467562927053,0.09612499999999999,0.0201627087663816,6404292.75
REC-000106,BIZ-0005,10,2024,4602141.87,1749042.31,53108.57,64.0,652.57,91.43,48443.6,1416.23,292084.7,26.11,74.43,6404292.75,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,132.20100797628584,32182.375628140704,0.08931437263630908,5.85754795484638,0.12288978494623656,0.0292346150987953,7034201.21
REC-000107,BIZ-0005,11,2024,5267562.44,1714576.72,52062.05,51.54,646.37,73.63,55448.03,1388.32,283674.1,24.71,88.24,7034201.21,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,126.86115647390899,35347.744773869344,0.07384906363284664,5.333008081524583,0.10226388888888888,0.025038220474198992,6416500.73
REC-000108,BIZ-0005,12,2024,3845782.52,2494960.31,75757.9,81.48,627.6,116.4,40481.92,2020.21,307625.68,24.73,94.46,6416500.73,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,158.50287560471443,32243.722261306535,0.1149094601455407,5.846403433667184,0.15645161290322582,0.04990400652933458,5721738.46
REC-000109,BIZ-0005,1,2025,4523419.65,1163004.9,35313.91,65.29,650.73,93.27,47614.94,941.7,292747.05,26.19,77.48,5721738.46,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,120.16687325448693,28752.45457286432,0.09118460378201727,6.556303151961965,0.12536290322580645,0.019777405999041476,5969376.85
REC-000110,BIZ-0005,2,2025,4864879.43,1071948.38,32549.04,49.8,600.85,71.15,51209.26,867.97,272063.21,28.93,86.19,5969376.85,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,116.56830913002842,29996.868592964824,0.076538845769615,6.284316243160289,0.1058779761904762,0.0169494735912997,5990105.1
REC-000111,BIZ-0005,3,2025,4571873.59,1376436.87,41794.64,68.74,645.8,98.2,48124.99,1114.52,299985.69,29.99,82.56,5990105.1,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,1,124.4697422274789,30101.03065326633,0.09620175217622526,6.262569900484718,0.13198924731182796,0.0231588619550882,5771953.51
REC-000112,BIZ-0005,4,2025,4377815.8,1353053.1,41084.61,42.04,659.94,60.06,46082.27,1095.59,247836.12,29.96,84.08,5771953.51,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,125.25323752497437,29004.791507537688,0.05988774608963218,6.499264388565735,0.08341666666666667,0.023774653462166687,6283157.07
REC-000113,BIZ-0005,5,2025,4572532.5,1660213.24,50411.33,54.54,666.09,77.91,48131.92,1344.3,274430.65,30.07,97.69,6283157.07,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,130.54033726475072,31573.653618090455,0.07568377669539153,5.970478134171488,0.10471774193548386,0.02792949045041212,5158569.3
REC-000114,BIZ-0005,6,2025,4099670.35,1027693.68,31205.27,41.0,661.42,58.58,43154.42,832.14,240115.28,30.2,74.76,5158569.3,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,2,119.53744946635825,25922.458793969847,0.05836963639987472,7.272065124723632,0.0813611111111111,0.01928284518712104,7113046.57
REC-000115,BIZ-0005,7,2025,5159021.58,1896440.76,57584.23,77.34,633.51,110.49,54305.49,1535.58,327830.23,28.39,73.32,7113046.57,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,130.98208984027215,35743.952613065325,0.10879932475205739,5.273893757172463,0.14850806451612902,0.028276699096168728,7817126.01
REC-000116,BIZ-0005,8,2025,5341060.06,2403097.41,72968.54,80.75,628.64,115.36,56221.68,1945.83,337800.26,29.11,95.46,7817126.01,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,139.0411316417439,39282.04025125628,0.11383019213690636,4.798880285671639,0.15505376344086022,0.03460995829366892,7185084.17
REC-000117,BIZ-0005,9,2025,5247711.59,1880279.09,57093.49,57.87,637.32,82.68,55239.07,1522.49,294651.23,26.01,76.14,7185084.17,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,3,130.07250429813536,36105.95060301507,0.08324342985370904,5.2210177379174665,0.11483333333333334,0.027561832594212757,5438160.53
REC-000118,BIZ-0005,10,2025,4169319.92,1231448.45,37392.16,57.4,661.99,82.01,43887.58,997.12,271102.9,25.83,74.34,5438160.53,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,123.91115048950067,27327.43984924623,0.07978982193247057,6.898187667144867,0.11022849462365591,0.02271986744313539,6071782.29
REC-000119,BIZ-0005,11,2025,3961498.21,2048094.96,62189.12,64.28,628.17,91.83,41699.98,1658.38,279101.12,25.7,73.27,6071782.29,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,145.6063597632421,30511.46879396985,0.0928298072062965,6.178326248914304,0.12754166666666666,0.03976932363037104,4365633.79
REC-000120,BIZ-0005,12,2025,3552190.85,789471.14,23971.8,40.27,686.48,57.52,37391.48,639.25,227264.21,26.25,79.43,4365633.79,Hospital SME 005,Hospital,Healthcare,Rivers,Port Harcourt,199,24.0,1234.85,Grid,0.0,37513451.9,2024-01-01,4,116.75477381478346,21937.85824120603,0.055411076711386315,8.592899382886625,0.07731182795698925,0.01709614061813012,
REC-000121,BIZ-0006,1,2024,2619254.66,146639.08,21149.87,16.87,680.78,37.49,34414.7,141.0,87323.9,26.18,74.07,2787043.61,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,1,80.98410301411897,77417.87805555556,0.024181179674621946,4.868448233574644,0.05219485708716778,0.0040970864194661005,2806512.17
REC-000122,BIZ-0006,2,2024,2470583.41,293584.8,42343.96,25.31,615.68,56.25,32849.74,282.29,93466.22,28.15,73.96,2806512.17,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,1,85.43483662275561,77958.67138888889,0.03948579541022481,4.834676181005123,0.08371407735924873,0.0085933709064364,3500930.57
REC-000123,BIZ-0006,3,2024,3173927.61,285784.1,41218.86,30.87,649.66,68.61,40253.36,274.79,107633.69,29.37,89.24,3500930.57,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,1,86.972381187558,97248.07138888889,0.04536170337824931,3.8757059783679173,0.09552118284210671,0.006826510880085538,3875109.01
REC-000124,BIZ-0006,4,2024,3503718.81,324576.31,46813.89,29.56,629.42,65.68,43724.85,312.09,110548.34,29.2,74.32,3875109.01,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,2,88.6248668663243,107641.91694444444,0.04485720355701236,3.5014698954236643,0.09449000143864193,0.007137588808194882,2957693.91
REC-000125,BIZ-0006,5,2024,2792840.68,144073.41,20779.82,16.75,681.06,37.21,36241.92,138.53,89399.3,29.65,81.88,2957693.91,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,2,81.60974666905065,82158.16416666667,0.024003668620398103,4.5875529898900185,0.05180503153410277,0.003822369234301053,3428836.68
REC-000126,BIZ-0006,6,2024,3099201.49,288084.54,41550.65,19.44,651.91,43.19,39466.77,277.0,95824.6,30.68,88.53,3428836.68,Hotel SME 006,Hotel,Hospitality,Oyo,Ibadan,36,23.17,1544.11,Hybrid,57.03,13568577.54,2024-01-01,2,86.87908029970531,95245.46333333333,0.02895658002532211,3.9571956340597705,0.062134944612286,0.007018562704776702,3078212.45
